filename,sentence,phonetic,flag
file0770,You_said_you're_his_father.,0BJYUW<c3>{H}SSEHDD<c4>{H}JYUHRX<c3>HXIHZZ<a3>FFAADH<c1>{HL-}ER0E<a6>{L%0},
file0771,You're_a_dear.,0BJYUHRX<c3>{H}AX<a2>DDIHRX0E<c6>{HL-L%0},
file0772,She_turned_and_trotted_back_into_the_forest.,0BSHII<c3>{H}HTERNNDD<c3>{H}AENNDD<a3>HTRRAADX<c1>{H}IXDD<a3>BBAEKK<c3>{H}IHNN<a1>HTUW<c3>DHAX<a2>FFOR<c1>{HL-}IXSSTT0E<a6>{L%0},
file0774,They_came_upon_a_runway.,0BDHEI<c3>{H}HKEIMM<c4>{H}AH<a1>HPAANN<c3>AX<a2>RRAHNN<c1>{HL-}WWEI0E<b6>{L%0},
file0775,Both_noses_went_down_to_the_footprints.,0BBBOUTH<c3>{H}NNOUZZ<c1>IXZZ<a4>WWEHNNTT<c3>{H}DDAUNN<c3>{H}HTUW<a2>DHAX<a2>FFUHTT<c1>{HL-}HPRRIHNNTTSS0E<b6>{L%0},
file0776,These_footprints_were_very_fresh.,0BDHIIZZ<c3>{H}FFUHTT<c1>{H}HPRRIHNNTTSS<b4>WWER<a3>VVEHRX<c1>{H}II<a3>FFRREHSH0E<c6>{HL-L%0},
file0777,One_Eye_ran_ahead_cautiously.,0BWWAHNN<c3>{H}TQAI<c4>{H}RRAENN<c4>{H}AX<a1>HXEHDD<c3>{H}HKAOSH<c1>{HL-}IXSS<a1>LLII0E<a6>{L%0},
file0778,Bill_announced_with_cool_positiveness.,0BBBIHLX<c4>{H}AX<a1>NNAUNNSSTT<c4>{H}WWIHTH<a2>HKUWLX<c3>{H}HPAAZZ<c1>{HL-}IX<a1>TTIXVV<a1>NNIXSS0E<a6>{L%0},
file0779,Nana_had_to_come_and_look_for_him_with_the_candle.,0BNNAENN<c1>{H}AX<a4>HXAEDD<c4>{H}HTUW<a2>HKAHMM<c3>{H}AENNDD<a3>LLUHKK<c4>{H}FFOR<a2>HXIHMM<a3>WWIHTH<a2>DHAX<a2>HKAENN<c1>{HL-}DDEL0E<a6>{L%0},
file0780,You_go_everywhere_I_go.,0BJYUW<c3>{H}GGOU<c4>{H}TQEHVV<c1>{H}RRII<a1>WWEHRX<b3>TQAI<c3>GGOU0E<c6>{HL-L%0},
file0782,The_broad_pads_of_their_feet_were_spread_wide.,0BDHAX<a2>BBRRAODD<c3>{H}HPAEDDZZ<c4>{H}AXVV<a2>DHEHRX<a3>FFIITT<c4>{H}WWER<a3>SSPPRREHDD<c3>{H}WWAIDD0E<c6>{HL-L%0},
file0783,One_Eye_caught_sight_of_a_dim_movement_of_white.,0BWWAHNN<c3>{H}TQAI<c4>{H}HKAOTT<c4>{H}SSAITT<c4>{H}AXVV<a2>AX<a2>DDIHMM<c3>{H}MMUWVV<c1>{H}MMIXNNTT<a4>AXVV<a2>WWAITT0E<c6>{HL-L%0},
file0784,His_sliding_gait_had_been_deceptively_swift.,0BHXIHZZ<a3>SSLLAIDX<c1>{H}IXNX<a4>GGEITT<c4>{H}HXAEDD<a3>BBIHNN<a3>DDIX<a1>SSEHPP<c1>{H}TTIXVV<a1>LLII<a3>SSWWIHFFTT0E<c6>{HL-L%0},
file0785,They_were_running_along_a_narrow_alley.,0BDHEI<c3>{H}WWER<a3>RRAHNN<c1>{H}IXNX<a4>AX<a1>LLAANX<c3>AX<a2>NNAERX<c1>OU<a3>TQAELX<c1>{HL-}II0E<a6>{L%0},
file0788,He_was_wet_through_with_the_dew_and_quite_earthy.,0BHXII<c3>{H}WWAHZZ<a3>WWEHTT<c4>{H}THRRUW<a3>WWIHTH<a2>DHAX<a2>DDUW<c4>{H}AENNDD<a3>HKWWAITT<c3>{H}TQER<c1>{HL-}THII0E<a6>{L%0},
file0789,I_saw_seven.,0BTQAI<c3>{H}SSAO<c3>{H}SSEHVV<c1>{HL-}EN0E<a6>{L%0},
file0790,There's_a_real_slippery_thing.,0BDHEHRXZZ<c4>{H}AX<a2>RRIILX<c3>SSLLIHPP<c1>ER<a1>II<a3>THIHNX0E<c6>{HL-L%0},
file0791,Bound_by_bound_he_gained.,0BBBAUNNDD<c4>{H}BBAI<a3>BBAUNNDD<c4>{H}HXII<c3>GGEINNDD0E<c6>{HL-L%0},
file0792,Now_he_was_upon_it.,0BNNAU<c3>{HL-}HXII<c3>WWAHZZ<a3>AH<a1>HPAANN<c3>IHTT0E<a6>{L%0},
file0793,That_leap_was_never_made.,0BDHAETT<a3>LLIIPP<c4>{H}WWAHZZ<a3>NNEHVV<c1>{H}ER<a3>MMEIDD0E<c6>{HL-L%0},
file0794,One_Eye_sprang_back_with_a_sudden_fright.,0BWWAHNN<c3>{H}TQAI<c4>{H}SSPPRRAENX<c3>{H}BBAEKK<c3>{H}WWIHTH<a2>AX<a2>SSAHDX<c1>EN<a3>FFRRAITT0E<c6>{HL-L%0},
file0795,Henry_looked_at_him_commiseratingly.,0BHXEHNN<c1>{H}RRII<a4>LLUHKKTT<c4>{H}AETT<a2>HXIHMM<a3>HKAX<a1>MMIHZZ<c1>{HL-}ER<a1>EI<b1>TTIXNX<a1>LLII0E<a6>{L%0},
file0797,My_sister_ran_on_it.,0BMMAI<a3>SSIHSS<c1>{H}TTER<a4>RRAENN<c4>{HL-}AANN<a2>IHTT0E<a6>{L%0},
file0798,No_one_contradicted_her.,0BNNOU<c3>{H}WWAHNN<c3>HKAANN<b1>TTRRAX<a1>DDIHKK<c1>{HL-}TTIXDD<a3>HXER0E<a6>{L%0},
file0799,She_rubbed_him_off_with_a_corner_of_her_apron.,0BSHII<c3>{H}RRAHBBDD<c3>{H}HXIHMM<a4>TQAAFF<c3>{H}WWIHTH<a2>AX<a2>HKOR<c1>{H}NNER<a4>AXVV<a2>HXER<a3>TQEI<c1>{HL-}PPRREN0E<a6>{L%0},
file0800,The_she-wolf_coolly_thrust_past_him.,0BDHAX<a2>SHII<c1>WWUHLXFF<c3>HKUW<c1>{H}LLII<a3>THRRAHSSTT<c4>{HL-}HPAESSTT<a3>HXIHMM0E<a6>{L%0},
file0801,She_poised_for_a_moment.,0BSHII<c3>{H}HPOIZZDD<c4>{H}FFOR<a2>AX<a2>MMOU<c1>{HL-}MMIXNNTT0E<a6>{L%0},
file0802,She_made_another_leap.,0BSHII<c3>{H}MMEIDD<c4>{H}AX<a1>NNAHDH<c1>ER<a3>LLIIPP0E<c6>{HL-L%0},
file0803,Her_mate_had_slowly_relaxed_from_his_crouch.,0BHXER<a3>MMEITT<c4>{H}HXAEDD<c4>{H}SSLLOU<c1>{H}LLII<a3>RRIX<a1>LLAEKKSSTT<c4>{H}FFRRAHMM<a3>HXIHZZ<a3>HKRRAUCH0E<c6>{HL-L%0},
file0804,He_now_evinced_displeasure.,0BHXII<c3>{H}NNAU<c3>{H}IX<a1>VVIHNNSSTT<c3>{H}DDIHSS<b1>HPLLEHZH<c1>{HL-}ER0E<a6>{L%0},
file0805,For_at_least_two_hours_the_Boy_loved_him.,0BFFOR<c3>{H}AETT<a2>LLIISS<c3>HTUW<c3>TQAU<c1>{H}ERZZ<a4>DHAX<a2>BBOI<c4>{H}LLAHVVDD<c3>{HL-}HXIHMM0E<a6>{L%0},
file0806,I_like_to_go_to_Mexico.,0BTQAI<c3>{H}LLAIKK<c4>{H}HTUW<a2>GGOU<c4>{H}HTUW<a2>MMEHKK<c1>{HL-}SSIX<a1>KKOU0E<b6>{L%0},
file0807,She_was_thin_and_gaunt_and_never_smiled_now.,0BSHII<c3>{H}WWAHZZ<a3>THIHNN<c3>{H}AENNDD<a3>GGAONNTT00<c6>{HL-H%2}AENNDD<a3>NNEHVV<c1>{H}ER<a3>SSMMAILXDD<c3>{H}NNAU0E<c6>{HL-L%0},
file0808,There_was_life.,0BDHEHRX<c3>{H}WWAHZZ<a3>LLAIFF0E<c6>{HL-L%0},
file0809,I'll_be_almighty_glad_when_this_trip's_over.,0BTQAILX<c3>{H}BBII<a3>AOLX<a1>MMAI<c1>DXII<a3>GGLLAEDD<c3>{H}WWEHNN<c3>DHIHSS<c3>{H}HTRRIHPPSS<c3>{H}TQOUVV<c1>{HL-}ER0E<a6>{L%0},
file0810,Mouse_was_the_pet_of_the_family.,0BMMAUSS<c4>{H}WWAHZZ<a3>DHAX<a2>HPEHTT<c4>{H}AXVV<a2>DHAX<a2>FFAEMM<c1>{HL-}LLII0E<a6>{L%0},
file0811,She_took_off_her_cap_and_balanced_the_point.,0BSHII<c3>{H}HTUHKK<c3>{H}TQAAFF<c4>{H}HXER<a3>HKAEPP<c4>{H}AENNDD<a3>BBAELX<c1>{H}IXNNSSTT<a3>DHAX<a2>HPOINNTT0E<c6>{HL-L%0},
file0812,You_must_have_your_old_Bunny.,0BJYUW<c3>{H}MMAHSSTT<a3>HXAEVV<c4>{H}JYOR<a3>TQOULXDD<c3>BBAHNN<c1>{HL-}II0E<a6>{L%0},
file0813,She_fell.,0BSHII<c3>{H}FFEHLX0E<c6>{HL-L%0},
file0814,His_teeth_closed_upon_the_rabbit.,0BHXIHZZ<a3>HTIITH<c4>{H}HKLLOUZZDD<c4>{H}AH<a1>HPAANN<c3>DHAX<a2>RRAEBB<c1>{HL-}IHTT0E<a6>{L%0},
file0815,He_bore_it_back_to_earth_with_him.,0BHXII<c3>{H}BBOR<c3>{H}IHTT<a4>BBAEKK<c3>{H}HTUW<a2>ERTH<c4>{HL-}WWIHTH<a2>HXIHMM0E<a6>{L%0},
file0816,There_was_a_suspicious_crackling_movement.,0BDHEHRX<c3>{H}WWAHZZ<a3>AX<a2>SSAX<a1>SSPPIHSH<c1>IXSS<a3>HKRRAEKK<c1>{HL-}LLIXNX<a3>MMUWVV<c1>MMIXNNTT0E<a6>{L%0},
file0817,His_astonished_eye_saw_a_young_spruce_sapling.,0BHXIHZZ<a3>AX<a1>SSTTAANN<c1>{H}IHSHTT<a4>TQAI<c4>{H}SSAO<c4>{H}AX<a2>JYAHNX<c3>SSPPRRUWSS<c3>{HL-}SSAEPP<c1>LLIXNX0E<a6>{L%0},
file0818,His_jaws_let_go_their_grip.,0BHXIHZZ<a3>JHAOZZ<c4>{H}LLEHTT<c4>{H}GGOU<c4>{H}DHEHRX<a3>GGRRIHPP0E<c6>{HL-L%0},
file0819,He_leaped_backward_to_escape.,0BHXII<c3>{H}LLIIPPTT<c4>{H}BBAEKK<c1>{H}WWERDD<a3>HTUW<a2>IX<a1>SSKKEIPP0E<c6>{HL-L%0},
file0820,At_once_the_cap_changed_to_a_slate.,0BAETT<a2>WWAHNNSS<c4>{H}DHAX<a2>HKAEPP<c4>{H}CHEINNJHDD<c4>{H}HTUW<a2>AX<a2>SSLLEITT0E<c6>{HL-L%0},
file0821,Fancy_all_that_fuss_for_a_toy.,0BFFAENN<c1>{H}SSII<a4>TQAOLX<c3>{H}DHAETT<c3>{H}FFAHSS<c4>{H}FFOR<a2>AX<a2>HTOI0E<c6>{HL-L%0},
file0822,There_was_a_bump_on_her_head.,0BDHEHRX<c3>{H}WWAHZZ<a3>AX<a2>BBAHMMPP<c4>{H}AANN<a2>HXER<a3>HXEHDD0E<c6>{HL-L%0},
file0823,What_do_you_mean_by_that?,0BWWAHTT<c3>{H}DDUW<a3>JYUW<c3>MMIINN<c4>{HL-}BBAI<a3>DHAETT0E<c6>{L%3},
file0824,Young_readers_like_to_know_how_people_look.,0BJYAHNX<c3>{H}RRIIDX<c1>{H}ERZZ<a4>LLAIKK<a3>HTUW<a2>NNOU<c4>{H}HXAU<c3>HPII<c1>{H}PPEL<a4>LLUHKK0E<c6>{HL-L%0},
file0825,The_she-wolf_was_angry.,0BDHAX<a2>SHII<c1>WWUHLXFF<c3>WWAHZZ<a3>TQAENX<c1>{HL-}GGRRII0E<a6>{L%0},
file0829,Then_he_discovered_his_mistake.,0BDHEHNN<a3>HXII<c3>DDIX<a1>SSKKAHVV<c1>{H}ERDD<a4>HXIHZZ<a3>MMIH<a1>SSTTEIKK0E<c6>{HL-L%0},
file0830,She_proceeded_to_punish_him_roundly.,0BSHII<c3>{H}HPRRIX<a1>SSIIDX<c1>{H}IXDD<a4>HTUW<a2>HPAHNN<c1>{H}IXSH<a3>HXIHMM<a4>RRAUNNDD<c1>{HL-}LLII0E<a6>{L%0},
file0831,How_big?,0BHXAU<c3>{H}BBIHGG0E<c6>{HL-L%3},
file0832,The_Boy_sat_up_in_bed_and_stretched_out_his_hands.,0BDHAX<a2>BBOI<c4>{H}SSAETT<c3>{H}TQAHPP<c3>{H}IHNN<a2>BBEHDD<c4>{H}AENNDD<a3>SSTTRREHCHTT<c3>{H}TQAUTT<c4>{H}HXIHZZ<a3>HXAENNDDZZ0E<c6>{HL-L%0},
file0833,This_load_of_ours_is_getting_on_your_nerves.,0BDHIHSS<c3>{H}LLOUDD<c4>{H}AXVV<a2>TQAURXZZ<c4>{H}IHZZ<a3>GGEHDX<c1>{H}IXNX<a4>AANN<a2>JYOR<a3>NNERVVZZ0E<c6>{HL-L%0},
file0834,Yes_answered_the_child_looking_up.,0BJYEHSS00<c6>{HL-H%2}TQAENN<c1>{L}SSERDD<a4>DHAX<a2>CHAILXDD00<c6>{LL-H%6}LLUHKK<c1>{H}IXNX<a3>TQAHPP0E<c6>{HL-L%0},
file0835,He_gave_over_all_attempts_at_placation.,0BHXII<c3>{H}GGEIVV<c4>{H}TQOUVV<c1>ER<a3>TQAOLX<c3>AX<a1>HTEHMMPPTTSS<c4>{H}AETT<a2>HPLLEI<b1>HKEI<c1>{HL-}SHEN0E<a6>{L%0},
file0836,The_rabbit_danced_above_them_in_the_air.,0BDHAX<a2>RRAEBB<c1>{H}IHTT<a4>DDAENNSSTT<c4>{H}AX<a1>BBAHVV<c3>DHEHMM<a3>IHNN<a2>DHII<a2>TQEHRX0E<c6>{HL-L%0},
file0837,The_she-wolf_sat_down_in_the_snow.,0BDHAX<a2>SHII<c1>WWUHLXFF<c3>SSAETT<c3>{H}DDAUNN<c3>{H}IHNN<a2>DHAX<a2>SSNNOU0E<c6>{HL-L%0},
file0838,He_sank_back_with_it_between_his_teeth,0BHXII<c3>{H}SSAENXKK<c3>{H}BBAEKK<c3>{H}WWIHTH<a2>IHTT<a3>BBIX<a1>HTWWIINN<c3>HXIHZZ<a3>HTIITH0E<c6>{HL-L%0},
file0839,Give_me_my_Bunny.,0BGGIHVV<c3>{H}MMII<a4>MMAI<a3>BBAHNN<c1>{HL-}II0E<a6>{L%0},
file0840,Ten_feet.,0BHTEHNN<c3>{H}FFIITT0E<c6>{HL-L%0},
file0842,Who_was_knitting_in_the_twilight?,0BHXUW<c3>{H}WWAHZZ<a3>NNIHDX<c1>{H}IXNX<a4>IHNN<a2>DHAX<a2>HTWWAI<c1>{HL-}LLAITT0E<b6>{L%3},
file0843,You're_beginin'_to_see_things.,0BJYUHRX<c3>{H}BBEHJH<c1>{HL-}IX<a1>NNEN00<a6>{L%0}HTUW<a2>SSII<c3>{H}THIHNXZZ0E<c6>{HL-L%0},
file0844,He_kept_his_eye_on_the_sapling.,0BHXII<c3>{H}HKEHPPTT<c4>{H}HXIHZZ<a3>TQAI<c4>{H}AANN<a2>DHAX<a2>SSAEPP<c1>{HL-}LLIXNX0E<a6>{L%0},
file0845,It_followed_him_back_to_earth.,0BTQIHTT<c3>{H}FFAALX<c1>{H}OUDD<a3>HXIHMM<a4>BBAEKK<c3>{H}HTUW<a2>ERTH0E<c6>{HL-L%0},
file0846,He_crouched_down_under_the_impending_blow.,0BHXII<c3>{H}HKRRAUCHTT<c3>{H}DDAUNN<c3>{H}TQAHNN<c1>DDER<a3>DHII<a2>TQIHMM<b1>HPEHNN<c1>{H}DDIXNX<a3>BBLLOU0E<c6>{HL-L%0},
file0847,His_teeth_keeping_tight_hold_of_the_rabbit.,0BHXIHZZ<a3>HTIITH<c4>{H}HKIIPP<c1>{H}IXNX<a4>HTAITT<c3>HXOULXDD<c4>{H}AXVV<a2>DHAX<a2>RRAEBB<c1>{HL-}IHTT0E<a6>{L%0},
file0848,The_blow_did_not_fall.,0BDHAX<a2>BBLLOU<c4>{H}DDIHDD<c3>{H}NNAATT<c4>{H}FFAOLX0E<c6>{HL-L%0},
file0849,The_sapling_remained_bent_above_him.,0BDHAX<a2>SSAEPP<c1>{H}LLIXNX<a4>RRIX<a1>MMEINNDD<c4>{H}BBEHNNTT<c4>{HL-}AX<a1>BBAHVV<c3>HXIHMM0E<a6>{L%0},
file0850,He_moved._It_moved.,0BHXII<c3>{H}MMUWVVDD00<c6>{HL-L%0}TQIHTT<c3>{H}MMUWVVDD0E<c6>{HL-L%0},
file0851,He_growled_at_it_through_his_clenched_jaws.,0BHXII<c3>{H}GGRRAULXDD<c4>{H}AETT<a2>IHTT<a3>THRRUW<a3>HXIHZZ<a3>HKLLEHNNCHTT<c3>{H}JHAOZZ0E<c6>{HL-L%0},
file0852,He_remained_still.,0BHXII<c3>{H}RRIX<a1>MMEINNDD<c3>{H}SSTTIHLX0E<c6>{HL-L%0},
file0853,I_like_to_go_ice_skating_too.,0BTQAI<c3>{H}LLAIKK<c4>{H}HTUW<a2>GGOU<c4>{H}TQAISS<c4>{H}SSKKEIDX<c1>{H}IXNX<a3>HTUW0E<c6>{HL-L%0},
file0854,I_thought_of_that.,0BTQAI<c3>{H}THAOTT<c4>{HL-}AXVV<a2>DHAETT0E<c6>{L%0},
file0855,Perhaps_Oz_will_help_you.,0BHPER<a1>HXAEPPSS<c3>{H}TQAAZZ<c3>{H}WWIHLX<a3>HXEHLXPP<c3>{HL-}JYUW0E<a6>{L%0},
file0856,The_December_snow_fell_quietly.,0BDHAX<a2>DDIX<a1>SSEHMM<c1>{H}BBER<a3>SSNNOU<c4>FFEHLX<c3>{H}HKWWAI<c1>{HL-}IXTT<a1>LLII0E<a6>{L%0},
file0858,It_remained_still.,0BTQIHTT<c3>{H}RRIX<a1>MMEINNDD<c3>{H}SSTTIHLX0E<c6>{HL-L%0},
file0859,He_concluded_it_was_safer_to_continue.,0BHXII<c3>{H}HKIXNN<a1>HKLLUWDX<c1>{H}IXDD<a4>TQIHTT<c3>WWAHZZ<a3>SSEIFF<c1>{H}ER<a4>HTUW<a2>HKAXNN<a1>HTIHNN<c1>{HL-}JYUW0E<a6>{L%0},
file0860,It_was_his_mate_who_relieved_him.,0BTQIHTT<c3>{H}WWAHZZ<a3>HXIHZZ<a3>MMEITT<c4>{H}HXUW<c3>RRIX<a1>LLIIVVDD<c3>{HL-}HXIHMM0E<a6>{L%0},
file0861,She_took_the_rabbit_from_him.,0BSHII<c3>{H}HTUHKK<c3>{H}DHAX<a2>RRAEBB<c1>{HL-}IHTT<a4>FFRRAHMM<a3>HXIHMM0E<a6>{L%0},
file0862,At_once_the_sapling_shot_up.,0BAETT<a2>WWAHNNSS<c4>{H}DHAX<a2>SSAEPP<c1>{H}LLIXNX<a4>SHAATT<c3>{H}TQAHPP0E<c6>{HL-L%0},
file0863,Bill_answered_gravely.,0BBBIHLX<c4>{H}TQAENN<c1>{H}SSERDD<a3>GGRREIVV<c1>{HL-}LLII0E<a6>{L%0},
file0864,He_isn't_a_toy.,0BHXII<c3>{H}TQIHZZ<c1>IXNNTT<a3>AX<a2>HTOI0E<c6>{HL-L%0},
file0866,The_fire_crackled_cheerfully.,0BDHAX<a2>FFAIRX<c4>{H}HKRRAEKK<c1>{H}ELDD<a3>CHIHRX<c1>{HL-}FFEL<a1>II0E<a6>{L%0},
file0868,There_were_other_runways_and_alleys.,0BDHEHRX<c3>{H}WWER<a3>TQAHDH<c1>ER<a3>RRAHNN<c1>{H}WWEIZZ<b3>AENNDD<a3>TQAELX<c1>{HL-}IIZZ0E<a6>{L%0},
file0870,For_two_days_the_she-wolf_and_One_Eye_hung_about.,0BFFOR<a2>HTUW<c3>{H}DDEIZZ<c4>{H}DHAX<a2>SHII<c1>WWUHLXFF<c3>AENNDD<a3>WWAHNN<c3>{H}TQAI<c4>{H}HXAHNX<c3>{H}AX<a1>BBAUTT0E<c6>{HL-L%0},
file0871,He_was_worried_and_apprehensive,0BHXII<c3>{H}WWAHZZ<a3>WWER<c1>{H}IIDD<a4>AENNDD<a3>TQAEPP<b1>RRIX<a1>HXEHNN<c1>{HL-}SSIXVV0E<a6>{L%0},
file0872,The_camp_lured_his_mate.,0BDHAX<a2>HKAEMMPP<c4>{H}LLUHRXDD<c4>{H}HXIHZZ<a3>MMEITT0E<c6>{HL-L%0},
file0873,I_saw_it_run_off_across_the_snow.,0BTQAI<c3>{H}SSAO<c3>{H}IHTT<a4>RRAHNN<c3>{H}TQAAFF<c3>{H}AX<a1>HKRRAOSS<c3>DHAX<a2>SSNNOU0E<c6>{HL-L%0},
file0874,It_is_exactly_in_the_center_of_the_country.,0BTQIHTT<c3>{H}IHZZ<a3>IXGG<a1>ZZAEKKTT<c1>{H}LLII<a3>IHNN<a2>DHAX<a2>SSEHNN<c1>{H}TTER<a4>AXVV<a2>DHAX<a2>HKAHNN<c1>{HL-}TTRRII0E<a6>{L%0},
file0876,One_time_my_daddy_pushed_me_on_the_ice.,0BWWAHNN<c3>{H}HTAIMM<c4>{H}MMAI<a3>DDAEDX<c1>{H}II<a4>HPUHSHTT<c3>{H}MMII<a4>AANN<a2>DHII<a2>TQAISS0E<c6>{HL-L%0},
file0877,When_the_little_Rabbit_heard_that_he_was_happy.,0BWWEHNN<c3>{H}DHAX<a2>LLIHDX<c1>{H}EL<a3>RRAEBB<c1>{H}IHTT<a4>HXERDD<c4>{H}DHAETT<a3>HXII<c3>WWAHZZ<a3>HXAEPP<c1>{HL-}II0E<a6>{L%0},
file0878,A_bullet_smashed_against_a_tree_trunk.,0BAX<a2>BBUHLX<c1>{H}IXTT<a4>SSMMAESHTT<c4>{H}AX<a1>GGEHNNSSTT<c3>AX<a2>HTRRII<c3>{HL-}HTRRAHNXKK0E<c6>{L%0},
file0879,They_hesitated_no_more.,0BDHEI<c3>{H}HXEHZZ<c1>{H}IX<a1>HTEIDX<b1>IXDD<a4>NNOU<c3>{H}MMOR0E<c6>{HL-L%0},
file0880,I_looked_in_the_snow_and_saw_its_tracks.,0BTQAI<c3>{H}LLUHKKTT<c4>{H}IHNN<a2>DHAX<a2>SSNNOU<c4>{H}AENNDD<a3>SSAO<c4>{H}IHTTSS<a3>HTRRAEKKSS0E<c6>{HL-L%0},
file0881,Is_he_a_good_man?_inquired_the_girl_anxiously.,0BIHZZ<a3>HXII<c3>{H}AX<a2>GGUHDD<c3>{H}MMAENN00<c6>{LH-H%4}TQIHNN<b1>HKWWAIRXDD<c3>{H}DHAX<a2>GGERLX<c4>{H}TQAENXKK<c1>{HL-}SHIXSS<a1>LLII0E<a6>{L%0},
file0882,The_carpet_was_faded_and_the_furniture_very_plain.,0BDHAX<a2>HKAARX<c1>{H}PPIXTT<a4>WWAHZZ<a3>FFEIDX<c1>{H}IXDD<a4>AENNDD<a3>DHAX<a2>FFER<c1>{H}NNIX<a1>CHER<a4>VVEHRX<c1>{H}II<a3>HPLLEINN0E<c6>{HL-L%0},
file0883,Then_I_fell_down.,0BDHEHNN<a3>TQAI<c3>FFEHLX<c3>{H}DDAUNN0E<c6>{HL-L%0},
file0884,What_the_Skin_Horse_had_said_was_true_at_last.,0BWWAHTT<c3>{H}DHAX<a2>SSKKIHNN<c3>{H}HXORSS<c4>HXAEDD<a3>SSEHDD<c4>{H}WWAHZZ<a3>HTRRUW<c4>{HL-}AETT<a2>LLAESSTT0E<c6>{L%0},
file0885,A_good_picture_or_two_hung_on_the_walls.,0BAX<a2>GGUHDD<c3>{H}HPIHKK<c1>{H}CHER<a3>OR<a3>HTUW<c4>{H}HXAHNX<c4>{H}AANN<a2>DHAX<a2>WWAOLXZZ0E<c6>{HL-L%0},
file0886,He_is_a_good_Wizard.,0BHXII<c3>{H}IHZZ<a3>AX<a2>GGUHDD<c3>WWIHZZ<c1>{HL-}ERDD0E<a6>{L%0},
file0888,Then_I_counted_the_dogs.,0BDHEHNN<a3>TQAI<c3>HKAUNN<c1>{H}TTIXDD<a3>DHAX<a2>DDAAGGZZ0E<c6>{HL-L%0},
file0889,We_were_chasing_my_daddy_on_the_ice_once.,0BWWII<c3>{H}WWER<a3>CHEISS<c1>{H}IXNX<a4>MMAI<a3>DDAEDX<c1>{H}II<a4>AANN<a2>DHII<a2>TQAISS<c4>{H}WWAHNNSS0E<c6>{HL-L%0},
file0890,Books_filled_the_shelves.,0BBBUHKKSS<c4>{H}FFIHLXDD<c3>{H}DHAX<a2>SHEHLXVVZZ0E<c6>{HL-L%0},
file0891,He_was_a_toy_no_longer.,0BHXII<c3>{H}WWAHZZ<a3>AX<a2>HTOI<c4>{H}NNOU<c3>{H}LLAANX<c1>{HL-}GGER0E<a6>{L%0},
file0893,We_were_chasing_him_all_over_the_ice.,0BWWII<c3>{H}WWER<a3>CHEISS<c1>{H}IXNX<a3>HXIHMM<a4>TQAOLX<c3>{H}TQOUVV<c1>ER<a3>DHII<a2>TQAISS0E<c6>{HL-L%0},
file0894,Whether_he_is_a_man_or_not_I_cannot_tell.,0BWWEHDH<c1>ER<a3>HXII<c3>IHZZ<a3>AX<a2>MMAENN<c4>{H}OR<a3>NNAATT<c3>{H}TQAI<c3>HKAE<a1>NNAATT<c3>HTEHLX0E<c6>{HL-L%0},
file0895,I've_never_been_there_before.,0BTQAIVV<c3>{H}NNEHVV<c1>{H}ER<a3>BBIHNN<a3>DHEHRX<c3>{H}BBIX<a1>FFOR0E<c6>{HL-L%0},
file0896,She_would_scream.,0BSHII<c3>{H}WWUHDD<a3>SSKKRRIIMM0E<c6>{HL-L%0},
file0898,Christmas_roses_bloomed_in_the_windows.,0BHKRRIHSS<c1>{H}MMIXSS<a3>RROUZZ<c1>{H}IXZZ<a4>BBLLUWMMDD<c4>{H}IHNN<a2>DHAX<a2>WWIHNN<c1>{HL-}DDOUZZ0E<a6>{L%0},
file0899,He_was_Real.,0BHXII<c3>{H}WWAHZZ<a3>RRIILX0E<c6>{HL-L%0},
file0901,I_can_ice_skate_fast.,0BTQAI<c3>{H}HKAENN<a3>TQAISS<c4>{H}SSKKEITT<c3>{H}FFAESSTT0E<c6>{HL-L%0},
file0902,I'll_show_them_to_you.,0BTQAILX<c3>{H}SHOU<c3>{HL-}DHEHMM<a4>HTUW<a2>JYUW0E<a6>{L%0},
file0903,Real_fast.,0BRRIILX<c3>{H}FFAESSTT0E<c6>{HL-L%0},
file0905,You_must_walk.,0BJYUW<c3>{H}MMAHSSTT<a3>WWAOKK0E<c6>{HL-L%0},
file0906,Henry_did_not_reply.,0BHXEHNN<c1>{H}RRII<a4>DDIHDD<c3>{H}NNAATT<c4>{H}RRIX<a1>HPLLAI0E<c6>{HL-L%0},
file0907,It_is_a_long_journey.,0BTQIHTT<c3>{H}IHZZ<a3>AX<a2>LLAANX<c3>JHER<c1>{HL-}NNII0E<a6>{L%0},
file0908,My_daddy_can_ice_skate_a_little_faster_than_me.,0BMMAI<a3>DDAEDX<c1>{H}II<a4>HKAENN<a3>TQAISS<c4>{H}SSKKEITT<c4>{H}AX<a2>LLIHDX<c1>EL<a3>FFAESS<c1>{HL-}TTER<a4>DHAENN<a2>MMII0E<a6>{L%0},
file0909,That_night_he_was_almost_too_happy_to_sleep.,0BDHAETT<a3>NNAITT<c4>{H}HXII<c3>WWAHZZ<a3>TQAOLX<c1>{H}MMOUSS<b3>HTUW<c3>{H}HXAEPP<c1>{H}II<a4>HTUW<a2>SSLLIIPP0E<c6>{HL-L%0},
file0910,I_always_take_sharp_turns.,0BTQAI<c3>{H}TQAOLX<c1>{H}WWEIZZ<b3>HTEIKK<c4>{H}SHAARXPP<c3>HTERNNZZ0E<c6>{HL-L%0},
